student_id,score,activity_code
358645,845.3365854932873,768352
358641,811.5497307683584,768352
962190,779.8139096620305,768352
2085572,778.6093888745406,768352
358850,774.4496228001697,768352
457227,772.1270472153641,768352
358565,771.5970174713893,768352
2090883,770.6481080501014,768352
358835,769.2431398265551,768352
358529,763.5564505378395,768352
433320,756.8447782331077,768352
1538136,749.3022673196822,768352
433303,747.7706198451735,768352
358686,747.5428807880874,768352
358594,742.3041154162273,768352
358858,741.8104372423932,768352
358951,741.0414294889642,768352
443744,740.0703017206737,768352
1538137,739.2182829739064,768352
424644,734.8382533788686,768352
358689,734.5205537650897,768352
515491,732.626403167969,768352
366601,731.7791924788249,768352
443117,729.9600589753801,768352
358695,729.8357772462595,768352
358752,728.9315301777258,768352
358660,727.4084236872924,768352
338857,726.0784236606397,768352
339012,723.4556040235475,768352
382193,721.698122945161,768352
338783,718.2096372585191,768352
389927,718.1486205553077,768352
390944,715.4136557242482,768352
426182,714.987152143106,768352
389739,713.2902904890274,768352
389773,713.2089218119667,768352
358683,710.62015265219,768352
2090824,708.6618065514999,768352
404034,707.7677910802697,768352
485435,706.5989262302722,768352
341903,706.5098810729453,768352
358697,706.0562436450417,768352
358646,706.0246840143066,768352
358572,705.9237906738942,768352
358692,705.0354312414531,768352
358545,704.3885191339375,768352
370345,702.2258447346885,768352
495616,702.1495123040128,768352
358643,702.0964318970249,768352
382117,701.6218836373346,768352
370348,701.0692673108642,768352
1321646,700.927198287508,768352
358726,700.8238007872932,768352
434312,700.7917176087841,768352
1331025,700.7189276291876,768352
427411,699.9250551097608,768352
503418,699.3902547455925,768352
432908,695.626111579792,768352
1006578,695.503958244758,768352
1006587,695.503958244758,768352
437101,695.1543909556938,768352
927846,694.7684111048831,768352
346031,694.6487321886029,768352
358949,694.2034180354381,768352
358676,693.4419861901819,768352
370964,693.0343242642831,768352
389884,693.0268565984973,768352
346235,692.647329095271,768352
395295,692.5698283835379,768352
395382,692.5698283835379,768352
389859,691.6727964246988,768352
342092,691.2941936797183,768352
338716,690.3722590385232,768352
358530,690.0467973512023,768352
2085665,689.9172750604423,768352
402363,689.6567675774314,768352
370372,688.0681164128899,768352
437093,687.7288634159279,768352
390824,687.5298873052787,768352
358715,685.9226018821511,768352
499902,685.1939471290016,768352
1565066,685.1789292906251,768352
437098,684.5858747709815,768352
358523,682.5482090190237,768352
459787,682.1977149921687,768352
459788,681.0426218752119,768352
358688,680.5827137195879,768352
459864,680.4645829693661,768352
495619,680.3745783651011,768352
356994,680.1618020410333,768352
346202,679.4176364301236,768352
389748,679.2220306168078,768352
399756,679.1019955580706,768352
2085702,678.9643159070704,768352
358573,678.2675046047045,768352
357032,677.707820030243,768352
358658,677.5273823141492,768352
365964,677.4276321578023,768352
601037,677.3729170975475,768352
407742,677.3423163736852,768352
495606,675.8409201397197,768352
1006605,675.4668211004588,768352
492348,674.5690414606976,768352
358854,674.0071487355906,768352
1006589,672.0176409381739,768352
457187,671.5526586741332,768352
504265,670.9608642520201,768352
2085915,670.6751019371342,768352
430414,670.2178749626173,768352
437094,670.0668174625582,768352
2085826,669.7956201222075,768352
502607,669.6717383336243,768352
358633,669.5462449732871,768352
1426348,669.3983504342214,768352
1426347,669.2750277576993,768352
956898,668.9108052103317,768352
440767,668.5284356528126,768352
438047,668.4297011553601,768352
437127,668.337228360055,768352
365965,668.0689484469808,768352
1520648,668.0689484469808,768352
358549,667.6876026357302,768352
366029,667.406554635427,768352
358574,667.2416855365468,768352
385365,665.7554543645944,768352
358903,665.0451689899437,768352
365966,664.9277794879354,768352
358884,664.834179660379,768352
437131,664.7942452163868,768352
437133,664.7942452163868,768352
346062,664.7714480476008,768352
339424,664.1360352791554,768352
346033,664.0903742930041,768352
835592,664.0813407784491,768352
425140,663.8152213329837,768352
358702,663.8056314139415,768352
358661,663.0455426968907,768352
1676514,662.7269013675422,768352
342115,662.0155140801022,768352
358612,661.9634121554053,768352
399758,661.87609417572,768352
352007,661.7141763769544,768352
433506,660.2827311156316,768352
358717,660.0168415509982,768352
443142,659.8428175407106,768352
1006613,659.6355818604836,768352
515247,659.5025923930564,768352
351888,658.3016453960422,768352
382132,658.2047001224512,768352
358685,658.1461709740913,768352
1054402,658.0312272714092,768352
447771,656.7824559225679,768352
437105,656.7285251237493,768352
386229,656.7218687828735,768352
2091040,656.5372872886019,768352
358650,656.1676933355855,768352
358608,655.4473540651056,768352
437099,655.2151383719932,768352
371823,655.171550726048,768352
437124,654.9203735618601,768352
358571,654.3723622941066,768352
434303,654.1502323454417,768352
474148,653.6877688963268,768352
388077,653.5993167253062,768352
1006580,653.5659498841773,768352
352046,652.5261121192951,768352
358709,651.0363376748736,768352
432875,650.453229554303,768352
346065,650.0973170038216,768352
2095834,649.5084410846406,768352
357259,648.9861424514606,768352
1007564,648.9218463622814,768352
407537,648.6981793706373,768352
388078,647.735688020014,768352
426198,647.112621538941,768352
352043,646.9168039458432,768352
402947,646.7741874515606,768352
402986,646.7741874515606,768352
440217,646.6048542185848,768352
2085676,645.8997277313033,768352
459856,645.8097303578036,768352
358534,645.5514991025682,768352
399597,645.4783352644191,768352
399773,645.4783352644191,768352
358761,645.2981766843723,768352
358590,644.8993943155278,768352
358616,644.6346007211689,768352
399644,644.6178015284356,768352
357812,644.6132133555205,768352
358976,644.5715087237631,768352
399605,644.1379873904813,768352
433586,643.653739230987,768352
358547,643.651146930272,768352
370257,643.5435282753367,768352
346018,643.369137858442,768352
1006609,643.3510369126728,768352
457223,642.8064418754174,768352
1041306,642.3291725700558,768352
339082,642.1676590325446,768352
513377,641.9257978805597,768352
358886,641.8240088991881,768352
2090755,641.0126794464212,768352
358586,640.5371130719258,768352
393502,640.2542655385139,768352
399753,640.1430942201268,768352
339695,640.0552118111432,768352
459792,639.5125426455583,768352
358652,639.2874987622358,768352
459755,639.2475067158482,768352
437108,638.8794694285685,768352
956895,637.7123173611692,768352
2096094,637.533132535206,768352
399772,637.0953854400119,768352
427451,636.9408160147349,768352
339802,636.8894511929561,768352
365986,636.6164083205947,768352
433162,636.5286647738658,768352
485519,636.3512830393877,768352
502978,635.291843592959,768352
503030,635.291843592959,768352
390890,635.2277321927086,768352
503414,635.2173495412812,768352
358526,634.7578701582479,768352
390883,634.5654413350776,768352
474138,634.5123254782563,768352
437137,634.3319536653356,768352
399603,633.8330763648585,768352
502938,633.8183989974285,768352
339653,633.8034680389268,768352
358839,633.74290565248225,768352
366030,633.1906940755866,768352
358589,632.5837917690181,768352
357042,632.2775532982229,768352
515655,632.2023165229854,768352
358838,631.8132043378182,768352
437130,631.801655250323,768352
358738,631.2779740731469,768352
399641,631.1540026372555,768352
358659,631.0540514794928,768352
458810,630.0455988247583,768352
399604,629.9339220586705,768352
358577,629.8662512284192,768352
425102,628.8533004965816,768352
459796,628.6642542211191,768352
358870,628.6585714998507,768352
339656,628.5449320911249,768352
490053,628.4987561120507,768352
437138,628.2600830099832,768352
437088,627.876496916973,768352
961665,627.388047822601,768352
399642,627.1902134660045,768352
425147,627.146602657196,768352
458847,626.8972057564129,768352
503409,626.8874547240412,768352
358741,626.5346185648214,768352
358593,626.3289395143079,768352
475247,626.2812612188102,768352
494249,626.0296441636207,768352
494316,626.0296441636207,768352
494319,626.0296441636207,768352
494623,626.0296441636207,768352
494824,625.7855416712076,768352
494388,625.7814003197063,768352
445917,625.4438249443612,768352
443119,624.6670493537221,768352
437112,624.4763116886165,768352
363327,624.3211310959307,768352
2086204,624.3137536476869,768352
966562,624.234871949554,768352
503516,624.050609832939,768352
465067,623.9564278460214,768352
458811,623.7802408568135,768352
339204,623.7230659563519,768352
358758,623.2684057115275,768352
2090961,623.1440645051752,768352
508948,622.8390367343712,768352
390901,622.4309464685381,768352
401099,621.9374728951943,768352
357111,621.8738959673425,768352
493981,621.8293709773802,768352
460654,621.3133725542643,768352
339663,621.1080782391457,768352
346131,621.0419749411841,768352
464543,621.0189267012286,768352
370393,620.5071132371761,768352
